［港澳台］,#genre#
茜茜公主,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/ffa8a73877194632b0278898f297d07b/850.m3u8
出水芙蓉,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/28f9967b04984830b3a1f6fb27561000/850.m3u8
桂河大桥,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/b125a3edccb34637b336cb867e8a5d5d/850.m3u8
欧美大片,http://tc-tct.douyucdn2.cn/dyliveflv1a/20415rnWbjg6Ex1K_2000.flv?wsAuth=3b64dd17d293b133c58bda21e3147e5b&token=cpn-androidmpro-0-20415-b6774b3b3249db1768f0ac048c5ed218ac54e1f82b04b2bf&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
铁齿铜ya纪晓岚,http://hls.ye23.vip/wl/huya2205.php?id=11342396
大丈夫日记,http://107.151.203.111:2209/135/yeqq.php?id=4144260
敢死队3,http://img.ye23.win/iptv2025ok@gmail.com/2211bc/yeqq.php?id=753992
超体,http://img.ye23.win/iptv2025ok@gmail.com/2211bc/yeqq.php?id=266307
夏洛特烦恼,http://img.ye23.win/iptv2025ok@gmail.com/2211bc/yeqq.php?id=638408
非诚勿扰,http://img.ye23.win/iptv2025ok@gmail.com/2211bc/yeqq.php?id=385806
拆弹专家,http://img.ye23.win/iptv2025ok@gmail.com/2211bc/yeqq.php?id=823758
米酒女孩,http://107.151.203.111:2209/135/yeqq.php?id=M0kfnARq2hh7ibWE
藤球王,http://107.151.203.111:2209/135/yeqq.php?id=3WkAfibdNvfte3EQ
阳光爱人,http://107.151.203.111:2209/135/yeqq.php?id=7VYFgupQwP5h30c
无间行动,http://107.151.203.111:2209/135/yeqq.php?id=PJHIR68VhcMmpAw
环大西洋2,http://107.151.203.111:2209/135/yeqq.php?id=te9icicGTKOnjbWcE
边陲风云,http://107.151.203.111:2209/135/yeqq.php?id=4oziaYckvn91AviaY
洛城夜巡,http://107.151.203.111:2209/135/yeqq.php?id=NUAXlPxia0hBz8Vk
战火红颜,http://107.151.203.111:2209/135/yeqq.php?id=xRL7eeFHticVY1j4
鼠胆龙威,http://107.151.203.111:2209/135/yeqq.php?id=444427
成龙,http://hls.ye23.vip/wl/huya2205.php?id=11342386
周星驰,http://hls.ye23.vip/wl/huya2205.php?id=11342412
林正英,http://hls.ye23.vip/wl/huya2205.php?id=11342421
洪金宝元彪,http://hls.ye23.vip/wl/huya2205.php?id=11342427
甄子丹,http://hls.ye23.vip/wl/huya2205.php?id=11352935
任达华,http://hls.ye23.vip/wl/huya2205.php?id=11352883
刘德华,http://hls.ye23.vip/wl/huya2205.php?id=11342424
古天乐,http://hls.ye23.vip/wl/huya2205.php?id=11342419
李连杰,http://hls.ye23.vip/wl/huya2205.php?id=11342390
孙红雷,http://hls.ye23.vip/wl/huya2205.php?id=11352878
周迅,http://hls.ye23.vip/wl/huya2205.php?id=11352906
周润发,http://hls.ye23.vip/wl/huya2205.php?id=11342387
李冰冰,http://hls.ye23.vip/wl/huya2205.php?id=11352913
喜剧专场,http://hls.ye23.vip/wl/huya2205.php?id=11352894
武侠动作,http://hls.ye23.vip/wl/huya2205.php?id=11352897
五福星,http://hls.ye23.vip/wl/huya2205.php?id=11282233
女神系列1,http://hls.ye23.vip/wl/huya2205.php?id=11336571
女神系列2,http://hls.ye23.vip/wl/huya2205.php?id=11342429
贺岁档,http://hls.ye23.vip/wl/huya2205.php?id=11601986
各国赌片,http://hls.ye23.vip/wl/huya2205.php?id=11342399
高智商罪犯,http://hls.ye23.vip/wl/huya2205.php?id=11352962
山鸡哥,http://hls.ye23.vip/wl/huya2205.php?id=11336719
灾难大片,http://hls.ye23.vip/wl/huya2205.php?id=11352887
神来了系列,http://hls.ye23.vip/wl/huya2205.php?id=11352903
船长系列,http://hls.ye23.vip/wl/huya2205.php?id=11352974
怪兽系列,http://hls.ye23.vip/wl/huya2205.php?id=21059554
爆笑大片,http://hls.ye23.vip/wl/huya2205.php?id=11601977
木乃伊,http://hls.ye23.vip/wl/huya2205.php?id=11352934
沈腾合集,http://hls.ye23.vip/wl/huya2205.php?id=11601968
东京审判,http://hls.ye23.vip/wl/huya2205.php?id=11342435
恐怖类,http://hls.ye23.vip/wl/huya2205.php?id=11601960
恐怖片,http://hls.ye23.vip/wl/huya2205.php?id=11352945
喜剧专场,http://hls.ye23.vip/wl/huya2205.php?id=11602044
高分动作片,http://hls.ye23.vip/wl/huya2205.php?id=11352884
徐峥黄渤,http://hls.ye23.vip/wl/huya2205.php?id=11352876
冯氏贺岁,http://hls.ye23.vip/wl/huya2205.php?id=11352877
空军影片,http://hls.ye23.vip/wl/huya2205.php?id=11342414
电影1,http://hls.ye23.vip/wl/huya2205.php?id=880261
电影2,http://hls.ye23.vip/wl/huya2205.php?id=11352886
电影3,http://hls.ye23.vip/wl/huya2205.php?id=11352941
镖行天下,http://hls.ye23.vip/wl/huya2205.php?id=11352969
射雕英雄传,http://hls.ye23.vip/wl/huya2205.php?id=11602082
【RM-点播】点播！模式-24H欢乐不断,http://epg.112114.xyz/douyu/131977
【RM-轮播】轮播！模式-24H欢乐不断,http://epg.112114.xyz/douyu/7298973
???计划！五一节の快乐???,http://epg.112114.xyz/douyu/7528160
【回首往事】仨房间画面同步显示,http://epg.112114.xyz/douyu/1569773
大星与海绵方块,http://epg.112114.xyz/douyu/3949681
美味！蟹黄堡,http://epg.112114.xyz/douyu/8762358
海绵与大星直播间,http://epg.112114.xyz/douyu/2250349
【猫和老鼠】汤姆和杰瑞童年回忆,http://epg.112114.xyz/douyu/7888428
【柯南】外表看似小孩，智慧却过于常人,http://epg.112114.xyz/douyu/6484910
江户川柯南，是一个蒸蛋。,http://epg.112114.xyz/douyu/5377297
万年如一柯播南，各位给点电费吧,http://epg.112114.xyz/douyu/1783144
【三笠】根本不存在解不开的迷！,http://epg.112114.xyz/douyu/7050342
【超级赛亚人】悟吉塔,http://epg.112114.xyz/douyu/7190773
草帽丶海贼团的直播间,http://epg.112114.xyz/douyu/997925
【Hunter】动漫热血老贼冒险,http://epg.112114.xyz/douyu/6610883
少女与半妖,http://epg.112114.xyz/douyu/7422897
星矢-燃烧吧我的小宇宙,http://epg.112114.xyz/douyu/8458270
松开的手0.0,http://epg.112114.xyz/douyu/10210568
浦饭幽游藏马飞影桑原,http://epg.112114.xyz/douyu/9938431
【童年往事】仨房间画面同步显示点播,http://epg.112114.xyz/douyu/7256376
?妖精的直播间?,http://epg.112114.xyz/douyu/5960746
【天使点播】动漫直播间,http://epg.112114.xyz/douyu/1487654
【动漫】超燃怀旧经典,http://epg.112114.xyz/douyu/1174353
?动漫?热血木叶忍者草帽路飞青春,http://epg.112114.xyz/douyu/206858
#,http://epg.112114.xyz/douyu/9429545
【动画电影】童年回忆,http://epg.112114.xyz/douyu/10395973
【星星动画】童年热血搞笑爱情,http://epg.112114.xyz/douyu/4369939
【追忆】国语超清动画电影,http://epg.112114.xyz/douyu/6449849
?卡面来打?,http://epg.112114.xyz/douyu/1218414
【动漫】24小时不间断动漫专场,http://epg.112114.xyz/douyu/7493575
老爹:还有一件事,http://epg.112114.xyz/douyu/7134757
开心锤锤，开心快乐每一天！,http://epg.112114.xyz/douyu/9018297
舔狗波比的幸福生活,http://epg.112114.xyz/douyu/7620081
最好看的搞笑篮球动漫,http://epg.112114.xyz/douyu/9401305
【动漫】记录你的王者峡谷生活~,http://epg.112114.xyz/douyu/9360149
【小叮当】童年经典动画片,http://epg.112114.xyz/douyu/9445279
中二日记搞笑日常更新,http://epg.112114.xyz/douyu/9505575
动漫推荐官方直播间,http://epg.112114.xyz/douyu/5187099
【经典动漫】9455567,http://epg.112114.xyz/douyu/9455567
鲁过一世的直播间,http://epg.112114.xyz/douyu/9716515
铁头与橘子（每周更新一起看霸总）,http://epg.112114.xyz/douyu/9450942
笑出腹肌动漫0,http://epg.112114.xyz/douyu/8380708
【神剧】经典神剧,http://epg.112114.xyz/douyu/3700024
【西游】由爱故生怨，怨恨交缠，那又何苦,http://epg.112114.xyz/douyu/9518204
狄仁杰：想听听我的故事吗,http://epg.112114.xyz/douyu/674441
【牛叔】N分钟带你看完大片,http://epg.112114.xyz/douyu/2758565
【科幻Fans】精彩科幻影视，解说连连看,http://epg.112114.xyz/douyu/3508304
最新奇幻电影解说-宇宙无敌韩三金,http://epg.112114.xyz/douyu/3194372
粤语综艺,http://epg.112114.xyz/douyu/7919720
周星驰电影,http://epg.112114.xyz/douyu/3990812
奶瓶科幻片,http://epg.112114.xyz/douyu/6655271
林林影院,http://epg.112114.xyz/douyu/9652323
米娅电影,http://epg.112114.xyz/douyu/6537888
小九电影,http://epg.112114.xyz/douyu/7136517
连续剧1,http://epg.112114.xyz/douyu/4549169
连续剧2,http://epg.112114.xyz/douyu/7623292
连续剧3,http://epg.112114.xyz/douyu/5689514
连续剧4,http://epg.112114.xyz/douyu/7476264
连续剧5,http://epg.112114.xyz/douyu/4396972
游戏解说,http://epg.112114.xyz/douyu/805235
斗鱼小品,http://epg.112114.xyz/douyu/3980787
斗鱼电影5,http://epg.112114.xyz/douyu/7116591
斗鱼电影6,http://epg.112114.xyz/douyu/6776615
斗鱼电影11,http://epg.112114.xyz/douyu/338759
斗鱼电影16,http://epg.112114.xyz/douyu/426517
斗鱼电影18,http://epg.112114.xyz/douyu/7314294
电影解说1,http://epg.112114.xyz/douyu/1979257
电影解说2,http://epg.112114.xyz/douyu/8413092
电影解说3,http://epg.112114.xyz/douyu/2987100
电影解说5,http://epg.112114.xyz/douyu/8867878
电影解说6,http://epg.112114.xyz/douyu/6725858
电影解说7,http://epg.112114.xyz/douyu/8799435
电影解说8,http://epg.112114.xyz/douyu/4258555
电影解说9,http://epg.112114.xyz/douyu/8705754
电影解说10,http://epg.112114.xyz/douyu/8415464
电影解说11,http://epg.112114.xyz/douyu/562225
电影解说12,http://epg.112114.xyz/douyu/8651489
电影解说13,http://epg.112114.xyz/douyu/5354713
电影解说14,http://epg.112114.xyz/douyu/8014467
电影解说15,http://epg.112114.xyz/douyu/8788687

YY-精选,#genre#

yy电影2,http://49.235.110.121:9090/123/php/yy.php?id=1382749892
yy电影3,http://49.235.110.121:9090/123/php/yy.php?id=1382735573
yy电影4,http://49.235.110.121:9090/123/php/yy.php?id=24921161
yy电影6,http://49.235.110.121:9090/123/php/yy.php?id=1382736803
yy电影7,http://49.235.110.121:9090/123/php/yy.php?id=1354930924
yy电影8,http://49.235.110.121:9090/123/php/yy.php?id=1382745095
yy电影9,http://49.235.110.121:9090/123/php/yy.php?id=1355171357
yy电影10,http://49.235.110.121:9090/123/php/yy.php?id=24066336
yy电影-李连杰,http://49.235.110.121:9090/123/php/yy.php?id=1459869766
YY電影-成龍,http://49.235.110.121:9090/123/php/yy.php?id=1354888751
YY電影-林正英03,http://49.235.110.121:9090/123/php/yy.php?id=1351505899
YY電影-林正英04,http://49.235.110.121:9090/123/php/yy.php?id=1353685311
YY電影-電影輪播01,http://49.235.110.121:9090/123/php/yy.php?id=1353059120
YY電影-歐美電影,http://49.235.110.121:9090/123/php/yy.php?id=24923327
YY電影-歐美科幻,http://49.235.110.121:9090/123/php/yy.php?id=37988782
YY電影-歐美動作電影,http://49.235.110.121:9090/123/php/yy.php?id=1382745089
YY連續劇04,http://49.235.110.121:9090/123/php/yy.php?id=1352227227
YY影视,http://49.235.110.121:9090/123/php/yy.php?id=1382702247
yy经典怀旧,http://49.235.110.121:9090/123/php/yy.php?id=1382627144
yy电视剧2,http://49.235.110.121:9090/123/php/yy.php?id=1354143966
yy电视剧,http://49.235.110.121:9090/123/php/yy.php?id=28099939
yy电视剧1,http://49.235.110.121:9090/123/php/yy.php?id=1455460998
纪晓岚,http://49.235.110.121:9090/123/php/yy.php?id=1352227227
射雕英雄,http://49.235.110.121:9090/123/php/yy.php?id=1354210357
薛刚反唐,http://49.235.110.121:9090/123/php/yy.php?id=31313785
神雕侠侣,http://49.235.110.121:9090/123/php/yy.php?id=1351762426
西游记,http://49.235.110.121:9090/123/php/yy.php?id=1353392400
萌儿陪看,http://49.235.110.121:9090/123/php/yy.php?id=29216766
武侠玄幻,http://49.235.110.121:9090/123/php/yy.php?id=28099939
野外生存,http://49.235.110.121:9090/123/php/yy.php?id=1355244168
电视剧35,http://49.235.110.121:9090/123/php/yy.php?id=1382764587
YY东北二人转,http://49.235.110.121:9090/123/php/yy.php?id=1356033451
yy小品,http://49.235.110.121:9090/123/php/yy.php?id=1354931503
yy小品2,http://49.235.110.121:9090/123/php/yy.php?id=1382741642
yy小品3,http://49.235.110.121:9090/123/php/yy.php?id=1354936198
速度与激情,http://mmitv.top/pltv/yy.php?id=1382749892&uid=2786099940
林正英电影,http://mmitv.top/pltv/yy.php?id=34229877&uid=1536159096
林正英鬼片,http://mmitv.top/pltv/yy.php?id=1351505899&uid=1150685483
菲菲影院,http://mmitv.top/pltv/yy.php?id=1456668939&uid=2718850416
幸福影视,http://mmitv.top/pltv/yy.php?id=1382737886&uid=2786225520
经典港片,http://mmitv.top/pltv/yy.php?id=1382800018&uid=2874641994
经典鬼片,http://mmitv.top/pltv/yy.php?id=29460894&uid=1647770566
米娜影视,http://mmitv.top/pltv/yy.php?id=1382690078&uid=2358387041
豪哥影视,http://mmitv.top/pltv/yy.php?id=23402146&uid=2456925852
绝版电影,http://mmitv.top/pltv/yy.php?id=1454587259&uid=67381238
港片电影,http://mmitv.top/pltv/yy.php?id=1355479289&uid=60563267
泡芙影院,http://mmitv.top/pltv/yy.php?id=24407222&uid=2241532024
封神榜,http://mmitv.top/pltv/yy.php?id=1353426319&uid=1834428187
知否知否,http://mmitv.top/pltv/yy.php?id=21881901&uid=461123160
正阳门下,http://mmitv.top/pltv/yy.php?id=1354931580&uid=2705646910
雍正王朝,http://mmitv.top/pltv/yy.php?id=23206872&uid=2551997293
新水浒传,http://mmitv.top/pltv/yy.php?id=1356059275&uid=2946303850
下饭神剧,http://mmitv.top/pltv/yy.php?id=23512910&uid=2244321222
武林外传,http://mmitv.top/pltv/yy.php?id=1355914397&uid=1634911740
盜暮笔记,http://mmitv.top/pltv/yy.php?id=1382702247&uid=2714622159
神医喜来乐,http://mmitv.top/pltv/yy.php?id=1382714119&uid=2244059750
地下交通站,http://mmitv.top/pltv/yy.php?id=1353428972&uid=2463800499
宰相刘罗锅,http://mmitv.top/pltv/yy.php?id=1382745191&uid=2786225719
隋唐英雄传,http://mmitv.top/pltv/yy.php?id=1352475619&uid=2338241617
赵本山小品,http://mmitv.top/pltv/yy.php?id=32160832&uid=2361867875
好歌不停,http://mmitv.top/pltv/yy.php?id=54880976
热舞不断,http://mmitv.top/pltv/yy.php?id=22490906

YY-770个台,#genre#

鹊刀门传奇24h陪你看,http://49.235.110.121:9090/123/php/yy.php?id=1355171357
狂飙,http://49.235.110.121:9090/123/php/yy.php?id=1382690078
纪晓岚,http://49.235.110.121:9090/123/php/yy.php?id=1354143978
绝版电影 港片女鬼,http://49.235.110.121:9090/123/php/yy.php?id=1355479289
武林外传,http://49.235.110.121:9090/123/php/yy.php?id=1354752120
武林外传 超清,http://49.235.110.121:9090/123/php/yy.php?id=21092633
幸福满院,http://49.235.110.121:9090/123/php/yy.php?id=1382737886
【狂飙2老默】首播,http://49.235.110.121:9090/123/php/yy.php?id=1354790484
【战狼3吴京】独播,http://49.235.110.121:9090/123/php/yy.php?id=37999586
德爷单挑荒野,http://49.235.110.121:9090/123/php/yy.php?id=27772604
豪哥带我们发财,http://49.235.110.121:9090/123/php/yy.php?id=23402146
【鹿鼎记】金庸经典,http://49.235.110.121:9090/123/php/yy.php?id=28265277
【战狼4】吴京老师,http://49.235.110.121:9090/123/php/yy.php?id=1354784284
【狂飙首播】老默,http://49.235.110.121:9090/123/php/yy.php?id=1354330324
封神榜,http://49.235.110.121:9090/123/php/yy.php?id=1353426319
【战狼3吴京】首播,http://49.235.110.121:9090/123/php/yy.php?id=1456668939
正阳门下,http://49.235.110.121:9090/123/php/yy.php?id=1354931580
纪晓岚,http://49.235.110.121:9090/123/php/yy.php?id=1352227227
【新三国】蓝光版,http://49.235.110.121:9090/123/php/yy.php?id=1382705738
超喜剧地下交通站男神贾贵,http://49.235.110.121:9090/123/php/yy.php?id=1353428972
隋唐英雄传 蓝光,http://49.235.110.121:9090/123/php/yy.php?id=1352475619
【赌神片 动作片 港片】,http://49.235.110.121:9090/123/php/yy.php?id=1355112116
弹幕天团 下饭神剧,http://49.235.110.121:9090/123/php/yy.php?id=23512910
赵本山《蓝光版》,http://49.235.110.121:9090/123/php/yy.php?id=32160832
少年包青天1~3蓝光版,http://49.235.110.121:9090/123/php/yy.php?id=38498680
知否,http://49.235.110.121:9090/123/php/yy.php?id=1351537467
神医喜来乐,http://49.235.110.121:9090/123/php/yy.php?id=1382714119
知否知否应是绿肥红瘦,http://49.235.110.121:9090/123/php/yy.php?id=21881901
雪中悍刀行,http://49.235.110.121:9090/123/php/yy.php?id=1382660835
66车讯,http://49.235.110.121:9090/123/php/yy.php?id=1382571192
九品芝麻官包龙星,http://49.235.110.121:9090/123/php/yy.php?id=1354930968
林正英 僵尸 鬼片,http://49.235.110.121:9090/123/php/yy.php?id=1351505899
鹿鼎记-周星驰版,http://49.235.110.121:9090/123/php/yy.php?id=1354658049
欢乐集结号-每天笑不停,http://49.235.110.121:9090/123/php/yy.php?id=1382741642
系列电视剧,http://49.235.110.121:9090/123/php/yy.php?id=1458015189
【动漫】斗罗斗破,http://49.235.110.121:9090/123/php/yy.php?id=1353098382
【火蓝刀锋】臭鱼,http://49.235.110.121:9090/123/php/yy.php?id=1354784966
正阳门下,http://49.235.110.121:9090/123/php/yy.php?id=1382851588
康熙王朝,http://49.235.110.121:9090/123/php/yy.php?id=1382851583
火凤凰之战狼七,http://49.235.110.121:9090/123/php/yy.php?id=1463088777
天龙八部,http://49.235.110.121:9090/123/php/yy.php?id=1351814644
燕双鹰,http://49.235.110.121:9090/123/php/yy.php?id=1354143942
神探狄仁杰2,http://49.235.110.121:9090/123/php/yy.php?id=1382828767
【盜暮笔记】24h,http://49.235.110.121:9090/123/php/yy.php?id=1382702247
荒野求生德爷,http://49.235.110.121:9090/123/php/yy.php?id=36949900
二龙湖浩哥【经典搞笑】,http://49.235.110.121:9090/123/php/yy.php?id=28205255
炊事班的故事III,http://49.235.110.121:9090/123/php/yy.php?id=1382736716
新水浒 蓝光版,http://49.235.110.121:9090/123/php/yy.php?id=23206872
地下交通站,http://49.235.110.121:9090/123/php/yy.php?id=1382736795
83射雕英雄传,http://49.235.110.121:9090/123/php/yy.php?id=1354210357
雪儿 正在直播,http://49.235.110.121:9090/123/php/yy.php?id=1354143938
经典鬼片3000部,http://49.235.110.121:9090/123/php/yy.php?id=29460894
经典港片800部,http://49.235.110.121:9090/123/php/yy.php?id=1382800018
【济公】游本昌,http://49.235.110.121:9090/123/php/yy.php?id=25519088
林正英-经典电影,http://49.235.110.121:9090/123/php/yy.php?id=34229877
绝版恐怖鬼片,http://49.235.110.121:9090/123/php/yy.php?id=1382748585
过年了,http://49.235.110.121:9090/123/php/yy.php?id=1454553780
我的兄弟叫宝强,http://49.235.110.121:9090/123/php/yy.php?id=1354752117
神雕侠侣,http://49.235.110.121:9090/123/php/yy.php?id=1351762426
新白娘子传奇,http://49.235.110.121:9090/123/php/yy.php?id=1354490667
新三国24小时播放,http://49.235.110.121:9090/123/php/yy.php?id=1354555195
经典动漫,http://49.235.110.121:9090/123/php/yy.php?id=22777075
港片赌片 3000部,http://49.235.110.121:9090/123/php/yy.php?id=1355076627
破案港剧,http://49.235.110.121:9090/123/php/yy.php?id=1350670730
神探狄仁杰,http://49.235.110.121:9090/123/php/yy.php?id=38338029
二号交通站,http://49.235.110.121:9090/123/php/yy.php?id=1382735582
风筝,http://49.235.110.121:9090/123/php/yy.php?id=1382828770
交友林正英女鬼电影,http://49.235.110.121:9090/123/php/yy.php?id=1453996620
我和僵尸有个约会,http://49.235.110.121:9090/123/php/yy.php?id=1354143966
狄仁杰,http://49.235.110.121:9090/123/php/yy.php?id=1351755386
【少年歌行】,http://49.235.110.121:9090/123/php/yy.php?id=1354806550
花千骨超清版,http://49.235.110.121:9090/123/php/yy.php?id=1356245009
24H地下交通站全,http://49.235.110.121:9090/123/php/yy.php?id=37880083
薛元帅传奇,http://49.235.110.121:9090/123/php/yy.php?id=31313785
济公游记,http://49.235.110.121:9090/123/php/yy.php?id=1355265814
【新三国】萌儿陪看,http://49.235.110.121:9090/123/php/yy.php?id=29216766
新三国,http://49.235.110.121:9090/123/php/yy.php?id=26744898
英叔僵尸 3000部,http://49.235.110.121:9090/123/php/yy.php?id=1353685311
动漫,http://49.235.110.121:9090/123/php/yy.php?id=26664495
宰相刘罗锅,http://49.235.110.121:9090/123/php/yy.php?id=1353892468
鹿鼎记-高清全集,http://49.235.110.121:9090/123/php/yy.php?id=1382704650
港剧悬疑破案,http://49.235.110.121:9090/123/php/yy.php?id=10425097
燕双鹰,http://49.235.110.121:9090/123/php/yy.php?id=1352227153
斗罗斗破,http://49.235.110.121:9090/123/php/yy.php?id=1354768828
绝版电影 港片女鬼,http://49.235.110.121:9090/123/php/yy.php?id=1459727675
玲宝陪你看,http://49.235.110.121:9090/123/php/yy.php?id=1353215589
父母爱情,http://49.235.110.121:9090/123/php/yy.php?id=1354926650
港片 喜剧 动作,http://49.235.110.121:9090/123/php/yy.php?id=1355480591
燕双鹰专场,http://49.235.110.121:9090/123/php/yy.php?id=23026835
康熙微服私访记,http://49.235.110.121:9090/123/php/yy.php?id=1352811698
武林外传,http://49.235.110.121:9090/123/php/yy.php?id=1355652820
狂飙播放中,http://49.235.110.121:9090/123/php/yy.php?id=1457167111
林正英电影,http://49.235.110.121:9090/123/php/yy.php?id=1382841203
港片电影集,http://49.235.110.121:9090/123/php/yy.php?id=1455225203
神探狄仁杰1—5部全集,http://49.235.110.121:9090/123/php/yy.php?id=1382705592
炊事班的故事II,http://49.235.110.121:9090/123/php/yy.php?id=1382736885
天龙神雕经典回忆,http://49.235.110.121:9090/123/php/yy.php?id=68260522
【成龙经典】动作,http://49.235.110.121:9090/123/php/yy.php?id=34460526
家花与野花,http://49.235.110.121:9090/123/php/yy.php?id=1354420982
少年包青天,http://49.235.110.121:9090/123/php/yy.php?id=1382651363
鹊刀门传奇,http://49.235.110.121:9090/123/php/yy.php?id=1382765507
港片电影,http://49.235.110.121:9090/123/php/yy.php?id=33897188
赵本山《超清版》,http://49.235.110.121:9090/123/php/yy.php?id=1382683959
纪晓岚,http://49.235.110.121:9090/123/php/yy.php?id=1382781415
武林外传,http://49.235.110.121:9090/123/php/yy.php?id=1353852605
易中天品三国完整版,http://49.235.110.121:9090/123/php/yy.php?id=1461244449
倚天屠龙记,http://49.235.110.121:9090/123/php/yy.php?id=1449856066
24灌篮高手正在直播,http://49.235.110.121:9090/123/php/yy.php?id=1350984033
动漫,http://49.235.110.121:9090/123/php/yy.php?id=25055036
东北一家人,http://49.235.110.121:9090/123/php/yy.php?id=1355273385
《武林外传》武侠,http://49.235.110.121:9090/123/php/yy.php?id=1394000563
皮蛋影视 正在直播,http://49.235.110.121:9090/123/php/yy.php?id=23055599
真实案件系列,http://49.235.110.121:9090/123/php/yy.php?id=1382671124
【荒野求生】德爷贝爷各种,http://49.235.110.121:9090/123/php/yy.php?id=21831828
奇领 铁山靠【Y 正在直播,http://49.235.110.121:9090/123/php/yy.php?id=41584371
为什么你一直是单身,http://49.235.110.121:9090/123/php/yy.php?id=89431014
93版包青天,http://49.235.110.121:9090/123/php/yy.php?id=1353259053
【雪豹】超经典,http://49.235.110.121:9090/123/php/yy.php?id=1450496699
兔牙妹吖正在直播,http://49.235.110.121:9090/123/php/yy.php?id=1353782648
神探狄仁杰1,http://49.235.110.121:9090/123/php/yy.php?id=1382851575
笑傲江湖 4K超清,http://49.235.110.121:9090/123/php/yy.php?id=1354282410
超级吓人鬼片 恐怖片,http://49.235.110.121:9090/123/php/yy.php?id=1355641195
泡芙陪你看电影,http://49.235.110.121:9090/123/php/yy.php?id=24407222
情满四合院,http://49.235.110.121:9090/123/php/yy.php?id=1382736888
读心神探,http://49.235.110.121:9090/123/php/yy.php?id=1382736875
倚天屠龙记,http://49.235.110.121:9090/123/php/yy.php?id=1354755003
24小时小雅陪你看,http://49.235.110.121:9090/123/php/yy.php?id=1331686180
花儿开心吧,http://49.235.110.121:9090/123/php/yy.php?id=1354930984
布丁-玄幻电影正在直播,http://49.235.110.121:9090/123/php/yy.php?id=1455460998
你最爱的宋小宝,http://49.235.110.121:9090/123/php/yy.php?id=1354936198
经典港片电影,http://49.235.110.121:9090/123/php/yy.php?id=1382793140
24小时播放,http://49.235.110.121:9090/123/php/yy.php?id=29067083
神探狄仁杰1,http://49.235.110.121:9090/123/php/yy.php?id=1354930934
林正英 僵尸鬼片,http://49.235.110.121:9090/123/php/yy.php?id=1459714870
举起手来-惊险抗日,http://49.235.110.121:9090/123/php/yy.php?id=1382736877
大话西游至尊宝,http://49.235.110.121:9090/123/php/yy.php?id=1382736910
康熙王朝,http://49.235.110.121:9090/123/php/yy.php?id=1382736818
宰相刘罗锅,http://49.235.110.121:9090/123/php/yy.php?id=1382745191
笑傲江湖,http://49.235.110.121:9090/123/php/yy.php?id=1354930909
宋小宝小品合集,http://49.235.110.121:9090/123/php/yy.php?id=1354931577
《仙侠》开局无敌了,http://49.235.110.121:9090/123/php/yy.php?id=29600150
【经典港片】佟瑶,http://49.235.110.121:9090/123/php/yy.php?id=23531261
速度与激情全集,http://49.235.110.121:9090/123/php/yy.php?id=1382749892
寻秦记-穿越剧经典,http://49.235.110.121:9090/123/php/yy.php?id=1382749900
少年包青天第三部,http://49.235.110.121:9090/123/php/yy.php?id=1382736814
星爷经典-百看不厌,http://49.235.110.121:9090/123/php/yy.php?id=1382736808
天道-9.2高分好剧,http://49.235.110.121:9090/123/php/yy.php?id=1382735574
少年包青天第三部,http://49.235.110.121:9090/123/php/yy.php?id=1382851540
惊恐盗暮鬼怪,http://49.235.110.121:9090/123/php/yy.php?id=1382749525
【老九门】电视剧,http://49.235.110.121:9090/123/php/yy.php?id=1355336008
经典港片 3000部,http://49.235.110.121:9090/123/php/yy.php?id=1353059120
吕小羊鬼片 正在直播,http://49.235.110.121:9090/123/php/yy.php?id=1354792118
爆笑小品,http://49.235.110.121:9090/123/php/yy.php?id=1354931503
军旅电视剧,http://49.235.110.121:9090/123/php/yy.php?id=1352575322
父母爱情,http://49.235.110.121:9090/123/php/yy.php?id=1382851594
小兵张嘎,http://49.235.110.121:9090/123/php/yy.php?id=1354930225
炊事班的故事,http://49.235.110.121:9090/123/php/yy.php?id=1382749901
今夜欢乐颂,http://49.235.110.121:9090/123/php/yy.php?id=1382735572
经典鬼片,http://49.235.110.121:9090/123/php/yy.php?id=1508828185
岳云鹏-屌丝也能追到美女,http://49.235.110.121:9090/123/php/yy.php?id=1382736882
新主播，求照顾,http://49.235.110.121:9090/123/php/yy.php?id=29197808
绝版鬼片港片,http://49.235.110.121:9090/123/php/yy.php?id=1382743247
【血色浪漫】经典回顾,http://49.235.110.121:9090/123/php/yy.php?id=33369999
超级恐怖鬼片,http://49.235.110.121:9090/123/php/yy.php?id=1355485328
24h 我爱我家 纯音频,http://49.235.110.121:9090/123/php/yy.php?id=1356212303
抗战！抗战！,http://49.235.110.121:9090/123/php/yy.php?id=1507704566
燕双鹰系列,http://49.235.110.121:9090/123/php/yy.php?id=1457622044
二号交通站,http://49.235.110.121:9090/123/php/yy.php?id=1382851582
父母爱情,http://49.235.110.121:9090/123/php/yy.php?id=1382746276
主播-求关注.24小时,http://49.235.110.121:9090/123/php/yy.php?id=1456625255
法证先锋,http://49.235.110.121:9090/123/php/yy.php?id=1354930939
